,Tweet,Tweet tok,True label,Pred label
146,"How to deal with an alleged #foodpoisoning incident!  Operators need to have a specific #procedure in place to deal with an incident where a #customer claims they have suffered food poisoning at their #venues, find out more here >>> HTTPURL   #WorcestershireHour","['How', 'to', 'deal', 'with', 'an', 'alleged', '#foodpoisoning', 'incident', '!', 'Operators', 'need', 'to', 'have', 'a', 'specific', '#procedure', 'in', 'place', 'to', 'deal', 'with', 'an', 'incident', 'where', 'a', '#customer', 'claims', 'they', 'have', 'suffered', 'food', 'poisoning', 'at', 'their', '#venues', ',', 'find', 'out', 'more', 'here', '>>>', 'HTTPURL', '#WorcestershireHour']",0,0
147,Also I'm about to run out of points but there's bugs in the dining hall a alad n my friend got food poisoning from the dhall & missed an exam  last night. Drop transfer options / drop out of college options below pls,"['Also', ""I'm"", 'about', 'to', 'run', 'out', 'of', 'points', 'but', ""there's"", 'bugs', 'in', 'the', 'dining', 'hall', 'a', 'alad', 'n', 'my', 'friend', 'got', 'food', 'poisoning', 'from', 'the', 'dhall', '&', 'missed', 'an', 'exam', 'last', 'night', '.', 'Drop', 'transfer', 'options', '/', 'drop', 'out', 'of', 'college', 'options', 'below', 'pls']",1,1
148,Thanksgiving turkey this year might come with a side of food poisoning HTTPURL via @USER #health #nutrition,"['Thanksgiving', 'turkey', 'this', 'year', 'might', 'come', 'with', 'a', 'side', 'of', 'food', 'poisoning', 'HTTPURL', 'via', '@USER', '#health', '#nutrition']",0,0
149,various directions of stomach bugs and food poisoning and poorly timed periods and depression and now hopefully not a sinus infection and at this point i'm just surprised i didn't throw in shingles again for a laugh,"['various', 'directions', 'of', 'stomach', 'bugs', 'and', 'food', 'poisoning', 'and', 'poorly', 'timed', 'periods', 'and', 'depression', 'and', 'now', 'hopefully', 'not', 'a', 'sinus', 'infection', 'and', 'at', 'this', 'point', ""i'm"", 'just', 'surprised', 'i', ""didn't"", 'throw', 'in', 'shingles', 'again', 'for', 'a', 'laugh']",0,0
150,@USER please can you keep the dog food the new foods that's in plastic containers chilled  because when left on your shelves allows it to get warm thus making the pets violently sick through food poisoning.!! I have now lost my dog due to this!!!,"['@USER', 'please', 'can', 'you', 'keep', 'the', 'dog', 'food', 'the', 'new', 'foods', ""that's"", 'in', 'plastic', 'containers', 'chilled', 'because', 'when', 'left', 'on', 'your', 'shelves', 'allows', 'it', 'to', 'get', 'warm', 'thus', 'making', 'the', 'pets', 'violently', 'sick', 'through', 'food', 'poisoning', '.', '!', '!', 'I', 'have', 'now', 'lost', 'my', 'dog', 'due', 'to', 'this', '!', '!', '!']",0,0
151,"Current mood .... Having agreed to cook an 8kg turkey for the pensioners party yesterday, oven broke, now £110 lighter to get it fixed and turkey in bin to avoid a rush of food poisoning in A&E, AnniMurf is having a large vodka. Just DON'T @ me.","['Current', 'mood', '.', '.', '.', '.', 'Having', 'agreed', 'to', 'cook', 'an', '8kg', 'turkey', 'for', 'the', 'pensioners', 'party', 'yesterday', ',', 'oven', 'broke', ',', 'now', '£110', 'lighter', 'to', 'get', 'it', 'fixed', 'and', 'turkey', 'in', 'bin', 'to', 'avoid', 'a', 'rush', 'of', 'food', 'poisoning', 'in', 'A&E', ',', 'AnniMurf', 'is', 'having', 'a', 'large', 'vodka', '.', 'Just', ""DON'T"", '@', 'me', '.']",0,0
152,"Nans are SO WEIRD one of mine accidentally gave me food poisoning because she thought it was okay to keep storing restaurant bought onion bhajis in her freezer, accidentally leaving them out- THEN FREEZING THEM AGAIN","['Nans', 'are', 'SO', 'WEIRD', 'one', 'of', 'mine', 'accidentally', 'gave', 'me', 'food', 'poisoning', 'because', 'she', 'thought', 'it', 'was', 'okay', 'to', 'keep', 'storing', 'restaurant', 'bought', 'onion', 'bhajis', 'in', 'her', 'freezer', ',', 'accidentally', 'leaving', 'them', 'out-', 'THEN', 'FREEZING', 'THEM', 'AGAIN']",1,1
153,"@USER Hi, check out HTTPURL it helps detect outbreaks, food poisoning is awful :(  369","['@USER', 'Hi', ',', 'check', 'out', 'HTTPURL', 'it', 'helps', 'detect', 'outbreaks', ',', 'food', 'poisoning', 'is', 'awful', ':', '(', '369']",0,0
154,Ugh food poisoning sucks. Cooked fish last night went to eat for lunch today and halfway through realized I was smelling ammonia.. realized it was coming from the fish. Last time I buy preseasoned fish from the meat department at my local grocery store. I have been [EMOJI_nauseated_face] since.,"['Ugh', 'food', 'poisoning', 'sucks', '.', 'Cooked', 'fish', 'last', 'night', 'went', 'to', 'eat', 'for', 'lunch', 'today', 'and', 'halfway', 'through', 'realized', 'I', 'was', 'smelling', 'ammonia', '.', '.', 'realized', 'it', 'was', 'coming', 'from', 'the', 'fish', '.', 'Last', 'time', 'I', 'buy', 'preseasoned', 'fish', 'from', 'the', 'meat', 'department', 'at', 'my', 'local', 'grocery', 'store', '.', 'I', 'have', 'been', '🤢', 'since', '.']",1,1
155,"Men's Penises are HALF AN INCH smaller if the mother used non-stick cooking pans or fast food packages to eat out of while pregnant, Study Finds- due to high PFCs (chemicals) in the products.  The merchants are literally poisoning the frying pans now  HTTPURL HTTPURL","[""Men's"", 'Penises', 'are', 'HALF', 'AN', 'INCH', 'smaller', 'if', 'the', 'mother', 'used', 'non-stick', 'cooking', 'pans', 'or', 'fast', 'food', 'packages', 'to', 'eat', 'out', 'of', 'while', 'pregnant', ',', 'Study', 'Finds-', 'due', 'to', 'high', 'PFCs', '(', 'chemicals', ')', 'in', 'the', 'products', '.', 'The', 'merchants', 'are', 'literally', 'poisoning', 'the', 'frying', 'pans', 'now', 'HTTPURL', 'HTTPURL']",0,0
156,Ugh...what a horrible way to end finals and my semester. Getting food poisoning the day before and vomiting my guts out while having a consistent headache. At least finals are over. I'm going home and passing out,"['Ugh', '.', '.', '.', 'what', 'a', 'horrible', 'way', 'to', 'end', 'finals', 'and', 'my', 'semester', '.', 'Getting', 'food', 'poisoning', 'the', 'day', 'before', 'and', 'vomiting', 'my', 'guts', 'out', 'while', 'having', 'a', 'consistent', 'headache', '.', 'At', 'least', 'finals', 'are', 'over', '.', ""I'm"", 'going', 'home', 'and', 'passing', 'out']",1,1
157,just an update on my week:  i got pink eye. i got into TWO (2) wrecks. now i have food poisoning.,"['just', 'an', 'update', 'on', 'my', 'week', ':', 'i', 'got', 'pink', 'eye', '.', 'i', 'got', 'into', 'TWO', '(', '2', ')', 'wrecks', '.', 'now', 'i', 'have', 'food', 'poisoning', '.']",1,1
158,"@USER @USER Lol, the camera man has food poisoning, and they are trying to find a replacement, but should be on this afternoon. I was into that trial yesterday. Got to watch where you eat in Wisconsin. [EMOJI_face_blowing_a_kiss]","['@USER', '@USER', 'Lol', ',', 'the', 'camera', 'man', 'has', 'food', 'poisoning', ',', 'and', 'they', 'are', 'trying', 'to', 'find', 'a', 'replacement', ',', 'but', 'should', 'be', 'on', 'this', 'afternoon', '.', 'I', 'was', 'into', 'that', 'trial', 'yesterday', '.', 'Got', 'to', 'watch', 'where', 'you', 'eat', 'in', 'Wisconsin', '.', '😘']",1,1
159,I would really like to know why I've been nauseous for days on end but not quite food poisoning but also waking up at 3am to puke hm what's wrong with my body!,"['I', 'would', 'really', 'like', 'to', 'know', 'why', ""I've"", 'been', 'nauseous', 'for', 'days', 'on', 'end', 'but', 'not', 'quite', 'food', 'poisoning', 'but', 'also', 'waking', 'up', 'at', '3am', 'to', 'puke', 'hm', ""what's"", 'wrong', 'with', 'my', 'body', '!']",0,0
160,"@USER I've only had legit bad food poisoning once in life, and it was from some Kroger fried chicken","['@USER', ""I've"", 'only', 'had', 'legit', 'bad', 'food', 'poisoning', 'once', 'in', 'life', ',', 'and', 'it', 'was', 'from', 'some', 'Kroger', 'fried', 'chicken']",1,1
161,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER What else could possibly be wrong with food except salmonella? You are so narrow minded. Food poisoning is legal, BTW. Putting artificial food coloring in food poisons children.","['@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', 'What', 'else', 'could', 'possibly', 'be', 'wrong', 'with', 'food', 'except', 'salmonella', '?', 'You', 'are', 'so', 'narrow', 'minded', '.', 'Food', 'poisoning', 'is', 'legal', ',', 'BTW', '.', 'Putting', 'artificial', 'food', 'coloring', 'in', 'food', 'poisons', 'children', '.']",0,0
162,Most regrettable: I went on a date when I had food poisoning and threw up three times during the date. I don't think he noticed? But regardless we didn't see each other again. He also kept telling me about times he almost died it was weird.,"['Most', 'regrettable', ':', 'I', 'went', 'on', 'a', 'date', 'when', 'I', 'had', 'food', 'poisoning', 'and', 'threw', 'up', 'three', 'times', 'during', 'the', 'date', '.', 'I', ""don't"", 'think', 'he', 'noticed', '?', 'But', 'regardless', 'we', ""didn't"", 'see', 'each', 'other', 'again', '.', 'He', 'also', 'kept', 'telling', 'me', 'about', 'times', 'he', 'almost', 'died', 'it', 'was', 'weird', '.']",1,1
163,"@USER @USER Enjoy x I went to my first concert of yours there back in 88/89. However, I had food poisoning and spent the whole night in the toilets so missed everything! [EMOJI_face_with_tears_of_joy]","['@USER', '@USER', 'Enjoy', 'x', 'I', 'went', 'to', 'my', 'first', 'concert', 'of', 'yours', 'there', 'back', 'in', '88/89', '.', 'However', ',', 'I', 'had', 'food', 'poisoning', 'and', 'spent', 'the', 'whole', 'night', 'in', 'the', 'toilets', 'so', 'missed', 'everything', '!', '😂']",1,1
164,Don't let food poisoning spoil your Christmas - HTTPURL,"[""Don't"", 'let', 'food', 'poisoning', 'spoil', 'your', 'Christmas', '-', 'HTTPURL']",0,0
165,I got food poisoning and threw up so violently that I injured my back HTTPURL,"['I', 'got', 'food', 'poisoning', 'and', 'threw', 'up', 'so', 'violently', 'that', 'I', 'injured', 'my', 'back', 'HTTPURL']",1,1
166,So @USER I've tried to contact you different ways with no response so yet again I'll try it via twitter. This is the chicken my son's ate on Wednesday who now have had food poisoning. I find it shocking you haven't replied to my previous emails. HTTPURL,"['So', '@USER', ""I've"", 'tried', 'to', 'contact', 'you', 'different', 'ways', 'with', 'no', 'response', 'so', 'yet', 'again', ""I'll"", 'try', 'it', 'via', 'twitter', '.', 'This', 'is', 'the', 'chicken', 'my', ""son's"", 'ate', 'on', 'Wednesday', 'who', 'now', 'have', 'had', 'food', 'poisoning', '.', 'I', 'find', 'it', 'shocking', 'you', ""haven't"", 'replied', 'to', 'my', 'previous', 'emails', '.', 'HTTPURL']",1,1
167,"@USER @USER Something similar is part of The Plan.  Perhaps they'd like to research The Plan? It stops poisoning us (food, air, water, products, and more) and uses natural healing. And the last 2 years of high school will be the equivalent of community college.","['@USER', '@USER', 'Something', 'similar', 'is', 'part', 'of', 'The', 'Plan', '.', 'Perhaps', ""they'd"", 'like', 'to', 'research', 'The', 'Plan', '?', 'It', 'stops', 'poisoning', 'us', '(', 'food', ',', 'air', ',', 'water', ',', 'products', ',', 'and', 'more', ')', 'and', 'uses', 'natural', 'healing', '.', 'And', 'the', 'last', '2', 'years', 'of', 'high', 'school', 'will', 'be', 'the', 'equivalent', 'of', 'community', 'college', '.']",0,0
168,@USER @USER @USER @USER No IHOP for this family!  Might send them the bills from my son's food poisoning last Sunday morning also! Hey @USER  would you like to cover that 1200$ hospital ER visit!  We got your back Tucker!,"['@USER', '@USER', '@USER', '@USER', 'No', 'IHOP', 'for', 'this', 'family', '!', 'Might', 'send', 'them', 'the', 'bills', 'from', 'my', ""son's"", 'food', 'poisoning', 'last', 'Sunday', 'morning', 'also', '!', 'Hey', '@USER', 'would', 'you', 'like', 'to', 'cover', 'that', '1200$', 'hospital', 'ER', 'visit', '!', 'We', 'got', 'your', 'back', 'Tucker', '!']",1,1
169,"@USER True, but they won't let me. Apparently they don't want to risk me poisoning the food. And it's a real risk, if you ever tasted anything I tried to make [EMOJI_face_with_tears_of_joy].","['@USER', 'True', ',', 'but', 'they', ""won't"", 'let', 'me', '.', 'Apparently', 'they', ""don't"", 'want', 'to', 'risk', 'me', 'poisoning', 'the', 'food', '.', 'And', ""it's"", 'a', 'real', 'risk', ',', 'if', 'you', 'ever', 'tasted', 'anything', 'I', 'tried', 'to', 'make', '😂', '.']",0,0
170,(If anyone's at risk of giving someone food poisoning...),"['(', 'If', ""anyone's"", 'at', 'risk', 'of', 'giving', 'someone', 'food', 'poisoning', '.', '.', '.', ')']",0,0
171,I really think I got food poisoning from the Chinese food I had for lunch and I don't think I'll be eating it for a long time because throwing up sucks.,"['I', 'really', 'think', 'I', 'got', 'food', 'poisoning', 'from', 'the', 'Chinese', 'food', 'I', 'had', 'for', 'lunch', 'and', 'I', ""don't"", 'think', ""I'll"", 'be', 'eating', 'it', 'for', 'a', 'long', 'time', 'because', 'throwing', 'up', 'sucks', '.']",1,1
172,Food Poisoning - Sepsis And How You Prep #Food #health #foodhygiene #FrizeMedia HTTPURL via @USER,"['Food', 'Poisoning', '-', 'Sepsis', 'And', 'How', 'You', 'Prep', '#Food', '#health', '#foodhygiene', '#FrizeMedia', 'HTTPURL', 'via', '@USER']",0,0
173,@USER I got food poisoning from eating that shit,"['@USER', 'I', 'got', 'food', 'poisoning', 'from', 'eating', 'that', 'shit']",1,1
174,"Step 3: attracting ants. We need to start small. Baby steps guys. As the ants sense the smell of sweet and they will lay upon the wall and eat the foods it is made off. What they don't know is that the food is moldy, thus making eating it poisoning.","['Step', '3', ':', 'attracting', 'ants', '.', 'We', 'need', 'to', 'start', 'small', '.', 'Baby', 'steps', 'guys', '.', 'As', 'the', 'ants', 'sense', 'the', 'smell', 'of', 'sweet', 'and', 'they', 'will', 'lay', 'upon', 'the', 'wall', 'and', 'eat', 'the', 'foods', 'it', 'is', 'made', 'off', '.', 'What', 'they', ""don't"", 'know', 'is', 'that', 'the', 'food', 'is', 'moldy', ',', 'thus', 'making', 'eating', 'it', 'poisoning', '.']",0,0
175,"McDonalds - Chicago, Illinois - Purchased 4 egg mcmuffins an... Food Poisoning HTTPURL","['McDonalds', '-', 'Chicago', ',', 'Illinois', '-', 'Purchased', '4', 'egg', 'mcmuffins', 'an', '.', '.', '.', 'Food', 'Poisoning', 'HTTPURL']",1,1
176,Thrown up like 7 times today already. Food poisoning sucks [EMOJI_face_vomiting][EMOJI_tired_face],"['Thrown', 'up', 'like', '7', 'times', 'today', 'already', '.', 'Food', 'poisoning', 'sucks', '🤮', '😫']",1,1
177,"At track meet, want to die¡ #4x400 #stomachache #fingerinbellybutton #vroomvroom #hikaitlene  HTTPURL","['At', 'track', 'meet', ',', 'want', 'to', 'die¡', '#4x400', '#stomachache', '#fingerinbellybutton', '#vroomvroom', '#hikaitlene', 'HTTPURL']",0,0
178,@USER Word. Got food poisoning from temple one years ago.,"['@USER', 'Word', '.', 'Got', 'food', 'poisoning', 'from', 'temple', 'one', 'years', 'ago', '.']",1,1
179,"@USER I'm still a fairly new cook, so I tend to panic. I'm constantly calling my brother who cooks & quizzing him about food poisoning. The things I make well, I make very well...but new food is an adventure. [EMOJI_face_with_tears_of_joy]Thanks for the reassurance!","['@USER', ""I'm"", 'still', 'a', 'fairly', 'new', 'cook', ',', 'so', 'I', 'tend', 'to', 'panic', '.', ""I'm"", 'constantly', 'calling', 'my', 'brother', 'who', 'cooks', '&', 'quizzing', 'him', 'about', 'food', 'poisoning', '.', 'The', 'things', 'I', 'make', 'well', ',', 'I', 'make', 'very', 'well', '.', '.', '.', 'but', 'new', 'food', 'is', 'an', 'adventure', '.', '😂', 'Thanks', 'for', 'the', 'reassurance', '!']",0,0
180,"@USER Hope you get food poisoning, and spend the next few years vomiting as hard as Illinoisans do when we think of your corrupt, porcine ass sitting in the governor's chair.","['@USER', 'Hope', 'you', 'get', 'food', 'poisoning', ',', 'and', 'spend', 'the', 'next', 'few', 'years', 'vomiting', 'as', 'hard', 'as', 'Illinoisans', 'do', 'when', 'we', 'think', 'of', 'your', 'corrupt', ',', 'porcine', 'ass', 'sitting', 'in', 'the', ""governor's"", 'chair', '.']",0,0
181,"If you eat the toppings off of a pizza and leave the rest of the piece of pizza in the box, I hope you get food poisoning. Seriously what the hell is wrong with some people. Jesus man","['If', 'you', 'eat', 'the', 'toppings', 'off', 'of', 'a', 'pizza', 'and', 'leave', 'the', 'rest', 'of', 'the', 'piece', 'of', 'pizza', 'in', 'the', 'box', ',', 'I', 'hope', 'you', 'get', 'food', 'poisoning', '.', 'Seriously', 'what', 'the', 'hell', 'is', 'wrong', 'with', 'some', 'people', '.', 'Jesus', 'man']",0,0
182,"Y'know, ever since reading scum villain and hearing about someone IRL recently dying in their sleep from food poisoning has made me so much more aware about expiration dates on all my food now.[EMOJI_face_without_mouth]","[""Y'know"", ',', 'ever', 'since', 'reading', 'scum', 'villain', 'and', 'hearing', 'about', 'someone', 'IRL', 'recently', 'dying', 'in', 'their', 'sleep', 'from', 'food', 'poisoning', 'has', 'made', 'me', 'so', 'much', 'more', 'aware', 'about', 'expiration', 'dates', 'on', 'all', 'my', 'food', 'now', '.', '😶']",0,0
183,Try having food poisoning and instead of a hospital they put you in a isolated cell I was paralyzed asking god to not let me die in that mf and somehow I survived,"['Try', 'having', 'food', 'poisoning', 'and', 'instead', 'of', 'a', 'hospital', 'they', 'put', 'you', 'in', 'a', 'isolated', 'cell', 'I', 'was', 'paralyzed', 'asking', 'god', 'to', 'not', 'let', 'me', 'die', 'in', 'that', 'mf', 'and', 'somehow', 'I', 'survived']",0,0
184,this is the first time i've ever had food poisoning and i thought i was gonna die.,"['this', 'is', 'the', 'first', 'time', ""i've"", 'ever', 'had', 'food', 'poisoning', 'and', 'i', 'thought', 'i', 'was', 'gonna', 'die', '.']",1,1
185,"Teenage Driving, Healthy Homes, Food Poisoning [EMOJI_sport_utility_vehicle][EMOJI_house_with_garden][EMOJI_spaghetti]  HTTPURL","['Teenage', 'Driving', ',', 'Healthy', 'Homes', ',', 'Food', 'Poisoning', '🚙', '🏡', '🍝', 'HTTPURL']",0,0
186,"Food poisoning, post-chiro manipulation toxicity, or migraine. At this rate I'm thinking migraine & toxicity together.. but who knows. Got knocked on my ass this afternoon with dizziness & nausea sooo... Thank god for my saint of a boyfriend [EMOJI_SOS_button][EMOJI_loudly_crying_face][EMOJI_heart_suit_selector]","['Food', 'poisoning', ',', 'post-chiro', 'manipulation', 'toxicity', ',', 'or', 'migraine', '.', 'At', 'this', 'rate', ""I'm"", 'thinking', 'migraine', '&', 'toxicity', 'together', '.', '.', 'but', 'who', 'knows', '.', 'Got', 'knocked', 'on', 'my', 'ass', 'this', 'afternoon', 'with', 'dizziness', '&', 'nausea', 'sooo', '.', '.', '.', 'Thank', 'god', 'for', 'my', 'saint', 'of', 'a', 'boyfriend', '🆘', '😭', '♥️']",1,1
187,It is World Food Safety Day. Experts want to remind everyone that food poisoning makes millions of people sick each year. Here are some tips to reduce the chances of foodborne illness.  HTTPURL,"['It', 'is', 'World', 'Food', 'Safety', 'Day', '.', 'Experts', 'want', 'to', 'remind', 'everyone', 'that', 'food', 'poisoning', 'makes', 'millions', 'of', 'people', 'sick', 'each', 'year', '.', 'Here', 'are', 'some', 'tips', 'to', 'reduce', 'the', 'chances', 'of', 'foodborne', 'illness', '.', 'HTTPURL']",0,0
188,Trying to roll with the punches this week: o food poisoning while on travel [EMOJI_white_heavy_check_mark] o AAS poster did not get printed for next week [EMOJI_white_heavy_check_mark] o hopefully there is no #3 [EMOJI_question_mark],"['Trying', 'to', 'roll', 'with', 'the', 'punches', 'this', 'week', ':', 'o', 'food', 'poisoning', 'while', 'on', 'travel', '✅', 'o', 'AAS', 'poster', 'did', 'not', 'get', 'printed', 'for', 'next', 'week', '✅', 'o', 'hopefully', 'there', 'is', 'no', '#3', '❓']",1,1
189,"@USER I mean that's a false equivalency. It would be like saying cabbage accounts for 30% of food poisoning, lettuce accounts for 60%, and chicken accounts for 10 so let's ban cabbage","['@USER', 'I', 'mean', ""that's"", 'a', 'false', 'equivalency', '.', 'It', 'would', 'be', 'like', 'saying', 'cabbage', 'accounts', 'for', '30%', 'of', 'food', 'poisoning', ',', 'lettuce', 'accounts', 'for', '60%', ',', 'and', 'chicken', 'accounts', 'for', '10', 'so', ""let's"", 'ban', 'cabbage']",0,0
190,"How can you sell someone old soggy shawarma wrapped in a fresh shawarma roll? Are you mentally deranged? I should die of food poisoning because you want to make 1,200. [EMOJI_face_with_tears_of_joy][EMOJI_face_with_tears_of_joy][EMOJI_face_with_tears_of_joy]","['How', 'can', 'you', 'sell', 'someone', 'old', 'soggy', 'shawarma', 'wrapped', 'in', 'a', 'fresh', 'shawarma', 'roll', '?', 'Are', 'you', 'mentally', 'deranged', '?', 'I', 'should', 'die', 'of', 'food', 'poisoning', 'because', 'you', 'want', 'to', 'make', '1', ',', '200', '.', '😂', '😂', '😂']",0,0
191,"@USER will you be coming back to Beverly, MA to make up for the show at the Cabot that was cut short due to food poisoning? Would love to see the full set.","['@USER', 'will', 'you', 'be', 'coming', 'back', 'to', 'Beverly', ',', 'MA', 'to', 'make', 'up', 'for', 'the', 'show', 'at', 'the', 'Cabot', 'that', 'was', 'cut', 'short', 'due', 'to', 'food', 'poisoning', '?', 'Would', 'love', 'to', 'see', 'the', 'full', 'set', '.']",0,0
192,"KFC - Midlothian, Virginia - Ordered some chicken tenders. Ate them around 7pm. Started having diarrhea and vomiting around 5 a.m. Food Poisoning  HTTPURL  HTTPURL","['KFC', '-', 'Midlothian', ',', 'Virginia', '-', 'Ordered', 'some', 'chicken', 'tenders', '.', 'Ate', 'them', 'around', '7pm', '.', 'Started', 'having', 'diarrhea', 'and', 'vomiting', 'around', '5', 'a', '.', 'm', '.', 'Food', 'Poisoning', 'HTTPURL', 'HTTPURL']",1,1
193,I've spent the last few days with probably the worst case of food poisoning I've had in my life.  I think that's the last time I eat food my housemates cook.,"[""I've"", 'spent', 'the', 'last', 'few', 'days', 'with', 'probably', 'the', 'worst', 'case', 'of', 'food', 'poisoning', ""I've"", 'had', 'in', 'my', 'life', '.', 'I', 'think', ""that's"", 'the', 'last', 'time', 'I', 'eat', 'food', 'my', 'housemates', 'cook', '.']",1,1
194,"@USER ""The chlorine on chicken encysts bacteria. In that form they evade food poison tests but emerge, during cooking, to cause illness and death. It's not the chlorine that is the problem but what it masks. Food poisoning rates in the USA are 16 times higher than the UK"" .....","['@USER', '""', 'The', 'chlorine', 'on', 'chicken', 'encysts', 'bacteria', '.', 'In', 'that', 'form', 'they', 'evade', 'food', 'poison', 'tests', 'but', 'emerge', ',', 'during', 'cooking', ',', 'to', 'cause', 'illness', 'and', 'death', '.', ""It's"", 'not', 'the', 'chlorine', 'that', 'is', 'the', 'problem', 'but', 'what', 'it', 'masks', '.', 'Food', 'poisoning', 'rates', 'in', 'the', 'USA', 'are', '16', 'times', 'higher', 'than', 'the', 'UK', '""', '.', '.', '.', '.', '.']",0,0
195,@USER I feel like these types of closings are more common lately. My mind also wonders how many people got food poisoning due to using up ingredients? - I watch too many Gordon Ramsey shows [EMOJI_face_with_tears_of_joy],"['@USER', 'I', 'feel', 'like', 'these', 'types', 'of', 'closings', 'are', 'more', 'common', 'lately', '.', 'My', 'mind', 'also', 'wonders', 'how', 'many', 'people', 'got', 'food', 'poisoning', 'due', 'to', 'using', 'up', 'ingredients', '?', '-', 'I', 'watch', 'too', 'many', 'Gordon', 'Ramsey', 'shows', '😂']",0,0
196,"Baskin Robbins - New Orleans, Louisiana - I started getting stomach cramps first about 30 min after eating Pralines n Cream ice cream. My last meal was 3 h... Food Poisoning  HTTPURL  HTTPURL","['Baskin', 'Robbins', '-', 'New', 'Orleans', ',', 'Louisiana', '-', 'I', 'started', 'getting', 'stomach', 'cramps', 'first', 'about', '30', 'min', 'after', 'eating', 'Pralines', 'n', 'Cream', 'ice', 'cream', '.', 'My', 'last', 'meal', 'was', '3', 'h', '.', '.', '.', 'Food', 'Poisoning', 'HTTPURL', 'HTTPURL']",1,1
197,Sorry this went up so late...a bit of food poisoning really does suck!!,"['Sorry', 'this', 'went', 'up', 'so', 'late', '.', '.', '.', 'a', 'bit', 'of', 'food', 'poisoning', 'really', 'does', 'suck', '!', '!']",1,1
198,"@USER Haha, Bangalore really makes some people go down with sickness [EMOJI_face_with_tears_of_joy]. I remember facing food poisoning in Bangalore in my second visit there. Had Mushroom curry and next two days was gone!!","['@USER', 'Haha', ',', 'Bangalore', 'really', 'makes', 'some', 'people', 'go', 'down', 'with', 'sickness', '😂', '.', 'I', 'remember', 'facing', 'food', 'poisoning', 'in', 'Bangalore', 'in', 'my', 'second', 'visit', 'there', '.', 'Had', 'Mushroom', 'curry', 'and', 'next', 'two', 'days', 'was', 'gone', '!', '!']",1,1
199,"Other - Oakland, California - I'm writing this on behalf of my boyfriend, who was violently ill on 12/3/19 after eating a chicken caesar salad. Aro... Food Poisoning  HTTPURL  HTTPURL","['Other', '-', 'Oakland', ',', 'California', '-', ""I'm"", 'writing', 'this', 'on', 'behalf', 'of', 'my', 'boyfriend', ',', 'who', 'was', 'violently', 'ill', 'on', '12/3/19', 'after', 'eating', 'a', 'chicken', 'caesar', 'salad', '.', 'Aro', '.', '.', '.', 'Food', 'Poisoning', 'HTTPURL', 'HTTPURL']",1,1
200,"Even though one time I left a spicy chicken sandwich on the counter for 5 hr and got food poisoning after eating it, but that's on me. But it was still good.","['Even', 'though', 'one', 'time', 'I', 'left', 'a', 'spicy', 'chicken', 'sandwich', 'on', 'the', 'counter', 'for', '5', 'hr', 'and', 'got', 'food', 'poisoning', 'after', 'eating', 'it', ',', 'but', ""that's"", 'on', 'me', '.', 'But', 'it', 'was', 'still', 'good', '.']",1,1
201,"@USER @USER like if people make a huge stink because a ton of em got food poisoning from your restaurant, i think the take of ""this outburst is risking the owners livelihood"" seems a bit off-the-mark. you gotta keep your food clean if you don't want that PR trouble","['@USER', '@USER', 'like', 'if', 'people', 'make', 'a', 'huge', 'stink', 'because', 'a', 'ton', 'of', 'em', 'got', 'food', 'poisoning', 'from', 'your', 'restaurant', ',', 'i', 'think', 'the', 'take', 'of', '""', 'this', 'outburst', 'is', 'risking', 'the', 'owners', 'livelihood', '""', 'seems', 'a', 'bit', 'off-the-mark', '.', 'you', 'gotta', 'keep', 'your', 'food', 'clean', 'if', 'you', ""don't"", 'want', 'that', 'PR', 'trouble']",0,0
202,been poopin and pukin at the same time for 24hrs due to a flu or food poisoning and my bf asked me “do you think that's the real definition of double trouble”,"['been', 'poopin', 'and', 'pukin', 'at', 'the', 'same', 'time', 'for', '24hrs', 'due', 'to', 'a', 'flu', 'or', 'food', 'poisoning', 'and', 'my', 'bf', 'asked', 'me', '“do', 'you', 'think', ""that's"", 'the', 'real', 'definition', 'of', 'double', 'trouble”']",1,1
203,only i could get food poisoning off a pork cob from xmas market and end up bedridden throwing up every sip,"['only', 'i', 'could', 'get', 'food', 'poisoning', 'off', 'a', 'pork', 'cob', 'from', 'xmas', 'market', 'and', 'end', 'up', 'bedridden', 'throwing', 'up', 'every', 'sip']",1,1
